No errors
No warnings
102 ms
data source=metars
4909 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
OIIP 272200Z 27012KT 1500 -SN BR SCT015 OVC070 M01/M01 Q1020 A3012,OIIP,2025-01-27T22:00:00Z,35.776,50.827,-1,-1,270,12,,0.93,30.12,,,,,,,,,,-SN BR,SCT,1500,OVC,7000,,,,,LIFR,,,,,,,,,,,,METAR,1270
OIIK 272200Z 00000KT 2500 BR FEW040 OVC100 01/00 Q1021 A3016,OIIK,2025-01-27T22:00:00Z,36.243,50.045,1,0,0,0,,1.55,30.15,,,,,,,,,,BR,FEW,4000,OVC,10000,,,,,IFR,,,,,,,,,,,,METAR,1278
OIII 272200Z 28008KT 9000 3500NE BR FEW035 SCT120 OVC180 02/M00 Q1020 A3012 NOSIG,OIII,2025-01-27T22:00:00Z,35.686,51.304,2,0,280,8,,5.59,30.12,,,,,,TRUE,,,,BR,FEW,3500,SCT,12000,OVC,18000,,,VFR,,,,,,,,,,,,METAR,1182
OIIE 272200Z 29014KT 9999 SCT035 SCT090 03/00 Q1021,OIIE,2025-01-27T22:00:00Z,35.416,51.152,3,0,290,14,,6+,30.15,,,,,,,,,,,SCT,3500,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,993
OIHR 272200Z 06002KT 5000 BR FEW030CB SCT035 BKN090 M01/M01 Q1020,OIHR,2025-01-27T22:00:00Z,34.138,49.847,-1,-1,60,2,,3.11,30.12,,,,,,,,,,BR,FEW,3000,SCT,3500,BKN,9000,,,MVFR,,,,,,,,,,,,METAR,1658
OIHH 272200Z 36002KT 4000 BR OVC030 M02/M02 Q1020 A3014,OIHH,2025-01-27T22:00:00Z,34.869,48.553,-2,-2,360,2,,2.49,30.12,,,,,,,,,,BR,OVC,3000,,,,,,,IFR,,,,,,,,,,,,METAR,1742
OIFS 272200Z 30004KT CAVOK M02/M03 Q1018,OIFS,2025-01-27T22:00:00Z,32.297,50.842,-2,-3,300,4,,6+,30.06,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2042
OIFM 272200Z 03002KT 9999 FEW040 BKN100 01/M00 Q1019 A3011,OIFM,2025-01-27T22:00:00Z,32.752,51.866,1,0,30,2,,6+,30.09,,,,,,,,,,,FEW,4000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,1539
OICS 272200Z 36006KT 9999 BKN035 BKN070 03/M03 Q1021 A3018,OICS,2025-01-27T22:00:00Z,35.245,47.009,3,-3,360,6,,6+,30.15,,,,,,,,,,,BKN,3500,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,1369
OICK 272200Z 00000KT 9999 FEW040 BKN090 05/04 Q1019 A3010,OICK,2025-01-27T22:00:00Z,33.435,48.283,5,4,0,0,,6+,30.09,,,,,,,,,,,FEW,4000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,1156
OICI 272200Z 11004KT CAVOK 01/M01 Q1021 A3015,OICI,2025-01-27T22:00:00Z,33.588,46.397,1,-1,110,4,,6+,30.15,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1323
OICC 272200Z 27006KT 9999 SCT070 02/M02 Q1020 A3013,OICC,2025-01-27T22:00:00Z,34.346,47.158,2,-2,270,6,,6+,30.12,,,,,,,,,,,SCT,7000,,,,,,,VFR,,,,,,,,,,,,METAR,1310
OIBK 272200Z 33012KT CAVOK 21/16 Q1013,OIBK,2025-01-27T22:00:00Z,26.526,53.98,21,16,330,12,,6+,29.91,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,27
OIBB 272200Z 34008KT CAVOK 16/10 Q1016 A3002,OIBB,2025-01-27T22:00:00Z,28.947,50.834,16,10,340,8,,6+,30.00,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,15
OIAW 272200Z 00000KT 7000 NSC 09/07 Q1017,OIAW,2025-01-27T22:00:00Z,31.343,48.751,9,7,0,0,,4.35,30.03,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,25
OIAM 272200Z 00000KT 7000 NSC 10/05 Q1018,OIAM,2025-01-27T22:00:00Z,30.556,49.152,10,5,0,0,,4.35,30.06,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,7
OIAH 272200Z VRB02KT 7000 NSC 06/04 Q1018,OIAH,2025-01-27T22:00:00Z,30.336,50.83,6,4,VRB,2,,4.35,30.06,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,730
OIAA 272200Z 31006KT 7000 NSC 12/05 Q1018,OIAA,2025-01-27T22:00:00Z,30.366,48.23,12,5,310,6,,4.35,30.06,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,4
OEYN 272200Z 00000KT CAVOK 17/11 Q1013 NOSIG,OEYN,2025-01-27T22:00:00Z,24.144,38.063,17,11,0,0,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,20
OEWJ 272200Z 04003KT CAVOK 17/09 Q1015 NOSIG,OEWJ,2025-01-27T22:00:00Z,26.199,36.476,17,9,40,3,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
OEWD 272200Z 11015KT CAVOK 17/04 Q1015,OEWD,2025-01-27T22:00:00Z,20.504,45.197,17,4,110,15,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,629
OETR 272200Z 03012KT 9999 SCT030 SCT100 08/03 Q1020 NOSIG,OETR,2025-01-27T22:00:00Z,31.693,38.731,8,3,30,12,,6+,30.12,,,,,,TRUE,,,,,SCT,3000,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,854
OETF 272200Z 00000KT CAVOK 10/M03 Q1019 NOSIG,OETF,2025-01-27T22:00:00Z,21.483,40.544,10,-3,0,0,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1460
OETB 272200Z 00000KT 9999 FEW040 11/M01 Q1018 NOSIG,OETB,2025-01-27T22:00:00Z,28.366,36.619,11,-1,0,0,,6+,30.06,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,770
OESK 272200Z 13004KT CAVOK 07/M02 Q1022 NOSIG,OESK,2025-01-27T22:00:00Z,29.785,40.1,7,-2,130,4,,6+,30.18,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,671
OESH 272200Z 08011KT CAVOK 19/M01 Q1015 NOSIG,OESH,2025-01-27T22:00:00Z,17.467,47.121,19,-1,80,11,,6+,29.97,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,720
OERR 272200Z 19003KT CAVOK 08/M03 Q1019 NOSIG,OERR,2025-01-27T22:00:00Z,30.907,41.138,8,-3,190,3,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,554
OERK 272200Z 01004KT 4000 BR BKN040 12/12 Q1020 NOSIG,OERK,2025-01-27T22:00:00Z,24.945,46.702,12,12,10,4,,2.49,30.12,,,,,,TRUE,,,,BR,BKN,4000,,,,,,,IFR,,,,,,,,,,,,METAR,618
OERF 272200Z 00000KT CAVOK 08/M03 Q1020 NOSIG,OERF,2025-01-27T22:00:00Z,29.626,43.491,8,-3,0,0,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,441
OEPA 272200Z 27003KT CAVOK 11/07 Q1020 NOSIG,OEPA,2025-01-27T22:00:00Z,28.335,46.125,11,7,270,3,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,361
OENG 272200Z 00000KT CAVOK 15/00 Q1019 NOSIG,OENG,2025-01-27T22:00:00Z,17.611,44.419,15,0,0,0,,6+,30.09,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1210
OEMN 272200Z 33006KT CAVOK 21/07 Q1015,OEMN,2025-01-27T22:00:00Z,-99.99,-99.99,21,7,330,6,,6+,29.97,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,9999
OEMA 272200Z 04013KT CAVOK 16/08 Q1018 NOSIG,OEMA,2025-01-27T22:00:00Z,24.553,39.705,16,8,40,13,,6+,30.06,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,639
OEKM 272200Z 17005KT CAVOK 11/07 Q1023 NOSIG,OEKM,2025-01-27T22:00:00Z,18.301,42.798,11,7,170,5,,6+,30.21,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2038
OEKJ 272200Z 36005KT 8000 BR NSC 13/09 Q1020,OEKJ,2025-01-27T22:00:00Z,24.0622,47.4112,13,9,360,5,,4.97,30.12,,,,,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,439
OEJN 272200Z 02005KT CAVOK 21/11 Q1014 NOSIG,OEJN,2025-01-27T22:00:00Z,21.685,39.166,21,11,20,5,,6+,29.94,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,8
OEHL 272200Z 15002KT 5000 BR NSC 07/06 Q1020,OEHL,2025-01-27T22:00:00Z,27.438,41.686,7,6,150,2,,3.11,30.12,,,,,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,1002
OEGT 272200Z 04012KT 9999 FEW040 10/04 Q1020 NOSIG,OEGT,2025-01-27T22:00:00Z,31.412,37.279,10,4,40,12,,6+,30.12,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,512
OEGS 272200Z 33003KT 0100 FG SCT030 08/08 Q1020,OEGS,2025-01-27T22:00:00Z,26.303,43.774,8,8,330,3,,0.06,30.12,,,,,,,,,,FG,SCT,3000,,,,,,,LIFR,,,,,,,,,,,,METAR,647
OEGN 272200Z 31005KT CAVOK 26/20 Q1013 NOSIG,OEGN,2025-01-27T22:00:00Z,16.901,42.586,26,20,310,5,,6+,29.91,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,5
OEDR 272200Z 30006KT CAVOK 14/12 Q1016,OEDR,2025-01-27T22:00:00Z,26.265,50.152,14,12,300,6,,6+,30.00,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,17
OEDM 272200Z 05010KT 5000 BR NSC 11/08 Q1018,OEDM,2025-01-27T22:00:00Z,24.45,44.121,11,8,50,10,,3.11,30.06,,,,,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,922
OEDF 272200Z 31006KT 8000 NSC 14/11 Q1017 TEMPO 7000,OEDF,2025-01-27T22:00:00Z,26.45,49.817,14,11,310,6,,4.97,30.03,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,15
OEBH 272200Z 19004KT CAVOK 17/08 Q1017 NOSIG,OEBH,2025-01-27T22:00:00Z,19.984,42.621,17,8,190,4,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1167
OEBA 272200Z 20003KT CAVOK 13/01 Q1020 NOSIG,OEBA,2025-01-27T22:00:00Z,20.296,41.634,13,1,200,3,,6+,30.12,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1659
OEAO 272200Z 04010KT CAVOK 17/04 Q1017 NOSIG,OEAO,2025-01-27T22:00:00Z,26.483,38.117,17,4,40,10,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,615
OEAH 272200Z 34005KT CAVOK 14/10 Q1018 NOSIG,OEAH,2025-01-27T22:00:00Z,25.285,49.485,14,10,340,5,,6+,30.06,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,180
OEAB 272200Z 00000KT CAVOK 09/09 Q1023 NOSIG,OEAB,2025-01-27T22:00:00Z,18.24,42.657,9,9,0,0,,6+,30.21,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2092
OBBI 272200Z 32011KT CAVOK 18/13 Q1017 NOSIG,OBBI,2025-01-27T22:00:00Z,26.271,50.634,18,13,320,11,,6+,30.03,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6
NZWN 272200Z AUTO 02010KT 9999 NCD 19/09 Q1022,NZWN,2025-01-27T22:00:00Z,-41.331,174.806,19,9,20,10,,6+,30.18,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12
NZQN 272200Z AUTO 26006KT 200V320 9999 NCD 18/M01 Q1016,NZQN,2025-01-27T22:00:00Z,-45.021,168.739,18,-1,260,6,,6+,30.00,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,356
NZCH 272200Z AUTO 06013KT 9999 NCD 18/10 Q1019,NZCH,2025-01-27T22:00:00Z,-43.489,172.528,18,10,60,13,,6+,30.09,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,36
NZAA 272200Z AUTO 03008KT 350V080 9999 BKN032/// BKN042/// 22/14 Q1021,NZAA,2025-01-27T22:00:00Z,-37.008,174.792,22,14,30,8,,6+,30.15,,,TRUE,,,,,,,,BKN,3200,BKN,4200,,,,,VFR,,,,,,,,,,,,METAR,7
NWWW 272200Z AUTO 15010KT CAVOK 30/21 Q1012 BECMG 15020KT,NWWW,2025-01-27T22:00:00Z,-22.015,166.213,30,21,150,10,,6+,29.88,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,16
NVVW 272200Z VRB02KT 9999 SCT020 BKN040 BKN110 29/25 Q1010,NVVW,2025-01-27T22:00:00Z,-19.455,169.224,29,25,VRB,2,,6+,29.82,,,,,,,,,,,SCT,2000,BKN,4000,BKN,11000,,,VFR,,,,,,,,,,,,METAR,5
NVVV 272200Z 11011KT 080V140 9999 SCT020 30/25 Q1010,NVVV,2025-01-27T22:00:00Z,-17.695,168.313,30,25,110,11,,6+,29.82,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,23
NVSS 272200Z 17005KT 140V240 9999 FEW020 29/25 Q1009,NVSS,2025-01-27T22:00:00Z,-15.505,167.22,29,25,170,5,,6+,29.79,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,47
NTTO 272200Z AUTO 09013KT //// // SCT025/// BKN032/// 29/24 Q1016,NTTO,2025-01-27T22:00:00Z,-18.075,-140.946,29,24,90,13,,,30.00,,,TRUE,,,,,,,,SCT,2500,BKN,3200,,,,,,,,,,,,,,,,,METAR,3
NTTB 272200Z AUTO 08013KT //// R29///// // FEW023/// SCT028/// 31/25 Q1013,NTTB,2025-01-27T22:00:00Z,-16.445,-151.752,31,25,80,13,,,29.91,,,TRUE,,,,,,,,FEW,2300,SCT,2800,,,,,,,,,,,,,,,,,METAR,6
NTAT 272200Z AUTO 02006KT 9999 NCD 30/24 Q1017,NTAT,2025-01-27T22:00:00Z,-23.365,-149.524,30,24,20,6,,6+,30.03,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2
NTAA 272200Z AUTO 22008KT 9999 BKN035 BKN047 BKN056 30/24 Q1014 BECMG 05015G25KT,NTAA,2025-01-27T22:00:00Z,-17.554,-149.607,30,24,220,8,,6+,29.94,,,TRUE,,,,,,,,BKN,3500,BKN,4700,BKN,5600,,,VFR,,,,,,,,,,,,METAR,2
NSFA 272200Z 03008KT 9999 SCT022 BKN260 31/25 Q1011,NSFA,2025-01-27T22:00:00Z,-13.829,-171.993,31,25,30,8,,6+,29.85,,,,,,,,,,,SCT,2200,BKN,26000,,,,,VFR,,,,,,,,,,,,METAR,6
NLWW 272200Z VRB03KT 9999 SCT018 SCT083 28/25 Q1010 TEMPO 2000 +SHRA BKN012 SCT016CB BKN200,NLWW,2025-01-27T22:00:00Z,-13.238,-176.199,28,25,VRB,3,,6+,29.82,,,,,,,,,,,SCT,1800,SCT,8300,,,,,VFR,,,,,,,,,,,,METAR,24
NIUE 272200Z AUTO 34004KT 300V040 9999 SCT026/// 30/24 Q1012,NIUE,2025-01-27T22:00:00Z,-19.079,-169.926,30,24,340,4,,6+,29.88,,,TRUE,,,,,,,,SCT,2600,,,,,,,VFR,,,,,,,,,,,,METAR,22
NGTA 272200Z 09018KT 9999 FEW019 SCT300 28/24 Q1009,NGTA,2025-01-27T22:00:00Z,1.381,173.147,28,24,90,18,,6+,29.79,,,,,,,,,,,FEW,1900,SCT,30000,,,,,VFR,,,,,,,,,,,,METAR,8
NGFU 272200Z 02013KT 9999 FEW016CB FEW018TCU SCT300 31/27 Q1009,NGFU,2025-01-27T22:00:00Z,-8.523,179.198,31,27,20,13,,6+,29.79,,,,,,,,,,,FEW,1600,FEW,1800,SCT,30000,,,VFR,,,,,,,,,,,,METAR,2
NFTV 272200Z 07006KT 9999 -SHRA SCT016 OVC110 26/24 Q1012,NFTV,2025-01-27T22:00:00Z,-18.585,-173.963,26,24,70,6,,6+,29.88,,,,,,,,,,-SHRA,SCT,1600,OVC,11000,,,,,VFR,,,,,,,,,,,,METAR,71
NFTL 272200Z 07010KT 9999 -RA FEW009 SCT016 BKN100 26/24 Q1011,NFTL,2025-01-27T22:00:00Z,-19.777,-174.34,26,24,70,10,,6+,29.85,,,,,,,,,,-RA,FEW,900,SCT,1600,BKN,10000,,,VFR,,,,,,,,,,,,METAR,10
NFTF 272200Z 06005KT 9999 -DZ FEW009 FEW016TCU OVC280 28/25 Q1013,NFTF,2025-01-27T22:00:00Z,-21.241,-175.15,28,25,60,5,,6+,29.91,,,,,,,,,,-DZ,FEW,900,FEW,1600,OVC,28000,,,VFR,,,,,,,,,,,,METAR,38
NFNS 272200Z 03006KT 350V060 9999 VCSH SCT020 SCT045 OVC110 26/24 Q1011,NFNS,2025-01-27T22:00:00Z,-16.803,179.341,26,24,30,6,,6+,29.85,,,,,,,,,,VCSH,SCT,2000,SCT,4500,OVC,11000,,,VFR,,,,,,,,,,,,METAR,4
NFNM 272200Z 07013KT 8000 -SHRA BKN017TCU SCT045 OVC100 25/25 Q1010,NFNM,2025-01-27T22:00:00Z,-16.691,-179.877,25,25,70,13,,4.97,29.82,,,,,,,,,,-SHRA,BKN,1700,SCT,4500,OVC,10000,,,MVFR,,,,,,,,,,,,METAR,21
NFFN 272200Z 29003KT 9999 FEW028 SCT110 BKN300 28/23 Q1011 NOSIG,NFFN,2025-01-27T22:00:00Z,-17.755,177.443,28,23,290,3,,6+,29.85,,,,,,TRUE,,,,,FEW,2800,SCT,11000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,14
NCSW 272200Z AUTO NIL,NCSW,2025-01-27T22:00:00Z,-99.99,-99.99,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,9999
NCRK 272200Z AUTO NIL,NCRK,2025-01-27T22:00:00Z,-10.032,-161.101,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,7
NCRG 272200Z AUTO 04008KT 9999 FEW019/// 30/26 Q1014,NCRG,2025-01-27T22:00:00Z,-21.203,-159.806,30,26,40,8,,6+,29.94,,,TRUE,,,,,,,,FEW,1900,,,,,,,VFR,,,,,,,,,,,,METAR,7
NCPY 272200Z AUTO 06015KT 9999 SCT018 BKN090 26/22 Q1012,NCPY,2025-01-27T22:00:00Z,-9.01,-158.034,26,22,60,15,,6+,29.88,,,TRUE,,,,,,,,SCT,1800,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,2
NCPL 272200Z AUTO 09003KT //// ////// 33/26 Q1012,NCPL,2025-01-27T22:00:00Z,1.98,-157.48,33,26,90,3,,,29.88,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,3
NCNS 272200Z AUTO NIL,NCNS,2025-01-27T22:00:00Z,-99.99,-99.99,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,9999
NCMR 272200Z AUTO 03007KT //// ////// 30/24 Q1014,NCMR,2025-01-27T22:00:00Z,-19.842,-157.703,30,24,30,7,,,29.94,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,8
NCMK 272200Z AUTO NIL,NCMK,2025-01-27T22:00:00Z,-20.137,-157.344,,,,,,,0.00,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,13
NCMH 272200Z AUTO 35003KT //// ////// 30/25 Q1011,NCMH,2025-01-27T22:00:00Z,-10.374,-161.004,30,25,350,3,,,29.85,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1
NCMG 272200Z AUTO 07005KT //// ////// 27/23 Q1015,NCMG,2025-01-27T22:00:00Z,-21.896,-157.907,27,23,70,5,,,29.97,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,14
NCAT 272200Z AUTO 03006KT //// ////// 31/25 Q1014,NCAT,2025-01-27T22:00:00Z,-19.968,-158.119,31,25,30,6,,,29.94,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,11
NCAI 272200Z AUTO 05006KT 9999 BKN018 30/24 Q1014,NCAI,2025-01-27T22:00:00Z,-18.829,-159.766,30,24,50,6,,6+,29.94,,,TRUE,,,,,,,,BKN,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,7
MZBZ 272200Z 12003KT 9999 BKN018 28/24 A2995 Q1014 NOSIG,MZBZ,2025-01-27T22:00:00Z,17.538,-88.309,28,24,120,3,,6+,29.94,,,,,,TRUE,,,,,BKN,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,6
MYSM 272200Z AUTO 11009KT 9999 FEW021/// 25/21 A3006,MYSM,2025-01-27T22:00:00Z,24.064,-74.529,25,21,110,9,,6+,30.06,,,TRUE,,,,,,,,FEW,2100,,,,,,,VFR,,,,,,,,,,,,METAR,5
MYNN 272200Z 06009KT 030V090 9999 SCT025 OVC045 23/18 A3011 PKWND 12KTS,MYNN,2025-01-27T22:00:00Z,25.04,-77.467,23,18,60,9,,6+,30.11,,,,,,,,,,TS,SCT,2500,OVC,4500,,,,,VFR,,,,,,,,,,,,METAR,5
MYGF 272200Z 02006KT 9999 FEW035 20/14 A3012,MYGF,2025-01-27T22:00:00Z,26.555,-78.698,20,14,20,6,,6+,30.12,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,2
MYCB 272200Z AUTO 03008KT 360V060 9999 // OVC008 23/22 A3007,MYCB,2025-01-27T22:00:00Z,24.315,-75.452,23,22,30,8,,6+,30.07,,,TRUE,,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,2
MWCR 272200Z 05010KT 9999 FEW018 28/22 Q1015,MWCR,2025-01-27T22:00:00Z,19.294,-81.357,28,22,50,10,,6+,29.97,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,4
MWCB 272200Z 05008KT 9999 FEW018 27/23 Q1015,MWCB,2025-01-27T22:00:00Z,19.688,-79.879,27,23,50,8,,6+,29.97,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,7
MTPP 272200Z 10016G26KT 9999 SCT026CB SCT060 29/20 Q1012 A2989 RMK/CB/NE/SE,MTPP,2025-01-27T22:00:00Z,18.577,-72.305,29,20,100,16,26,6+,29.88,,,,,,,,,,,SCT,2600,SCT,6000,,,,,VFR,,,,,,,,,,,,METAR,36
MSSS 272200Z 06008KT 020V100 9999 FEW040 32/16 Q1012 A2990,MSSS,2025-01-27T22:00:00Z,13.704,-89.123,32,16,60,8,,6+,29.88,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,611
MSLP 272200Z 22006KT 180V250 9999 FEW057 32/19 Q1008 A2977 NOSIG,MSLP,2025-01-27T22:00:00Z,13.438,-89.056,32,19,220,6,,6+,29.76,,,,,,TRUE,,,,,FEW,5700,,,,,,,VFR,,,,,,,,,,,,METAR,25
MRPV 272200Z 07016KT 9999 FEW045 25/14 A2996 NOSIG,MRPV,2025-01-27T22:00:00Z,9.957,-84.141,25,14,70,16,,6+,29.96,,,,,,TRUE,,,,,FEW,4500,,,,,,,VFR,,,,,,,,,,,,METAR,998
MROC 272200Z 09015KT 9999 FEW040 27/14 A2989 NOSIG,MROC,2025-01-27T22:00:00Z,9.991,-84.218,27,14,90,15,,6+,29.89,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,900
MRLM 272200Z 11004KT 9999 FEW030 SCT130 28/23 A2983,MRLM,2025-01-27T22:00:00Z,9.961,-83.026,28,23,110,4,,6+,29.83,,,,,,,,,,,FEW,3000,SCT,13000,,,,,VFR,,,,,,,,,,,,METAR,2
MRLB 272200Z 08015KT CAVOK 31/19 A2974,MRLB,2025-01-27T22:00:00Z,10.589,-85.552,31,19,80,15,,6+,29.74,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,79
MPTO 272200Z VRB02KT 9999 SCT020 30/23 Q1007 NOSIG,MPTO,2025-01-27T22:00:00Z,9.056,-79.391,30,23,VRB,2,,6+,29.73,,,,,,TRUE,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,7
MPPA 272200Z 33011KT 9000 FEW030 30/23 Q1006,MPPA,2025-01-27T22:00:00Z,8.909,-79.597,30,23,330,11,,5.59,29.70,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,1
MPMG 272200Z 33012KT 9000 VCSH SCT017TCU 31/22 Q1007 NOSIG,MPMG,2025-01-27T22:00:00Z,8.967,-79.555,31,22,330,12,,5.59,29.73,,,,,,TRUE,,,,VCSH,SCT,1700,,,,,,,VFR,,,,,,,,,,,,METAR,6
MPDA 272200Z 20006KT 9999 SCT017TCU 31/25 Q1006 TEMPO SCT017CB,MPDA,2025-01-27T22:00:00Z,8.391,-82.434,31,25,200,6,,6+,29.70,,,,,,,,,,,SCT,1700,,,,,,,VFR,,,,,,,,,,,,METAR,15
MNRS 272200Z 02004KT 9999 FEW013CB BKN060 28/24 Q1008 CB/E,MNRS,2025-01-27T22:00:00Z,11.417,-85.833,28,24,20,4,,6+,29.76,,,,,,,,,,,FEW,1300,BKN,6000,,,,,VFR,,,,,,,,,,,,METAR,53
MNPC 272200Z 07008KT 6000 VCRA BKN016TCU 28/25 Q1010 TCURA/N/NW,MNPC,2025-01-27T22:00:00Z,14.045,-83.388,28,25,70,8,,3.73,29.82,,,,,,,,,,VCRA RA,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,10
